vibration_rms,vibration_peak,power_mean,power_std,rpm_mean,rpm_std,label_state,fault_class,bearing_wear,imbalance,tool_wear,rpm_cmd,feed_cmd,severity,schema_version
0.17273145133503257,0.2432040591501325,2.1577047207785998,0.10062675591035856,7996.041141218424,26.16931307750852,0,3,0.0,0.05,0.1,8000.0,800.0,0.6,cnc_features_v1.0.0
0.3113870597670396,0.36193271183270326,2.19564392568414,0.2710815701001447,10001.034733232911,68.90774688944029,1,1,0.3,0.0,0.0,10000.0,800.0,0.6,cnc_features_v1.0.0
0.1884260044978514,0.3382865762119345,2.3590102419500365,0.09100208024690287,12001.025408220561,30.635868749060247,1,2,0.0,0.4,0.0,12000.0,800.0,0.6,cnc_features_v1.0.0
0.25120215419776265,0.3038364748789693,3.2340675213342256,0.09902392451289126,13992.722795040461,28.88654316812319,2,3,0.0,0.0,0.6,14000.0,800.0,0.6,cnc_features_v1.0.0
0.3545812856382285,0.5046158366161657,2.3546180903729343,0.2643129240586176,8001.079784767269,60.88126153385178,1,4,0.3,0.4,0.2,8000.0,1200.0,0.6,cnc_features_v1.0.0
0.21847364949494624,0.2747468984259166,2.3381680884697618,0.15031095455811655,10000.26379571808,39.59195436339574,0,1,0.1,0.0,0.05,10000.0,1200.0,0.6,cnc_features_v1.0.0
0.4625207662013183,0.5403002031002495,2.449821919993619,0.373824276558906,12008.688057423095,110.78145116087929,2,1,0.6,0.0,0.0,12000.0,1200.0,0.6,cnc_features_v1.0.0
0.17656397447483563,0.2924497534852449,2.592639526769655,0.10139316213493071,13999.546397091928,29.285233514400595,1,2,0.0,0.3,0.0,14000.0,1200.0,0.6,cnc_features_v1.0.0
0.2211895229844126,0.263602653371682,2.7639431637815073,0.09197456482231464,8001.46142851427,30.28492811045304,1,3,0.0,0.0,0.4,8000.0,2000.0,0.6,cnc_features_v1.0.0
0.3286592570998743,0.48934346078830615,2.9184682587826143,0.18598219136546656,10000.797761371317,55.211672292435935,1,4,0.2,0.3,0.4,10000.0,2000.0,0.6,cnc_features_v1.0.0
0.18692512342913628,0.26128955500805173,2.6048932497835784,0.12186239904872502,11998.928993580928,37.89997777931188,0,2,0.05,0.1,0.0,12000.0,2000.0,0.6,cnc_features_v1.0.0
0.36015414603381385,0.4156349205894308,2.7278668970966695,0.2776616970049393,13994.420638412195,78.2365084762879,1,1,0.4,0.0,0.0,14000.0,2000.0,0.6,cnc_features_v1.0.0
0.21826121022385828,0.4050840352617904,2.4303435919221847,0.09143907536442916,8000.0115915839115,29.142222677252935,2,2,0.0,0.6,0.0,8000.0,2800.0,0.6,cnc_features_v1.0.0
0.20432978472136745,0.2611401601958948,2.9690389115141858,0.09880860685530558,9994.803358447358,31.774814490915976,1,3,0.0,0.0,0.3,10000.0,2800.0,0.6,cnc_features_v1.0.0
0.4105504461417281,0.5210769409163536,3.154103421813596,0.2974831018906796,11996.730869578156,70.05511351364676,1,4,0.4,0.2,0.3,12000.0,2800.0,0.6,cnc_features_v1.0.0
0.1751897041310488,0.22544292561831303,3.031132630414263,0.10304139936879535,14001.222418714799,30.178472287698135,0,3,0.0,0.05,0.1,14000.0,2800.0,0.6,cnc_features_v1.0.0
0.35155834626964183,0.4141718427206546,2.194691016073581,0.24813210925310383,7996.472133916196,70.13419235269224,1,1,0.3,0.0,0.0,8000.0,800.0,1.0,cnc_features_v1.0.0
0.22546250382501778,0.38412160100570397,2.362177376481787,0.09761343400278473,9996.485637433081,30.833422552199167,1,2,0.0,0.4,0.0,10000.0,800.0,1.0,cnc_features_v1.0.0
0.2920624516459399,0.3385782865662988,3.24114200980684,0.09463909657710734,12000.68785553111,29.187326615706702,2,3,0.0,0.0,0.6,12000.0,800.0,1.0,cnc_features_v1.0.0
0.3956935946149424,0.54783426206077,2.887638870748707,0.2747887448745785,14002.16801271521,71.4897620456599,1,4,0.3,0.4,0.2,14000.0,800.0,1.0,cnc_features_v1.0.0
0.2568949171690757,0.3053348499344931,2.3594238422720277,0.15451896129707282,7999.369988970221,40.42528516339655,0,1,0.1,0.0,0.05,8000.0,1200.0,1.0,cnc_features_v1.0.0
0.4980303796067692,0.5461172928923869,2.4182484131583175,0.4266763880402378,9999.206241714895,101.22147886628623,2,1,0.6,0.0,0.0,10000.0,1200.0,1.0,cnc_features_v1.0.0
0.21400877718851274,0.33129351397833806,2.5879677797219136,0.09998680142920519,12000.244892083909,32.41599458470535,1,2,0.0,0.3,0.0,12000.0,1200.0,1.0,cnc_features_v1.0.0
0.25970669259617357,0.3090755364534798,3.2420567354515595,0.09847162712718276,14002.31458193224,30.77913326420074,1,3,0.0,0.0,0.4,14000.0,1200.0,1.0,cnc_features_v1.0.0
0.3700245694288787,0.5124742177901134,2.911921846898008,0.21180576323031075,7999.519397693637,50.90356504107031,1,4,0.2,0.3,0.4,8000.0,2000.0,1.0,cnc_features_v1.0.0
0.2278892541411097,0.2995519196296744,2.600535305557928,0.1229848150769015,10001.987356151829,36.04338282729739,0,2,0.05,0.1,0.0,10000.0,2000.0,1.0,cnc_features_v1.0.0
0.4005027360938509,0.4491491169816304,2.730963098187089,0.30891465683045405,12001.85411997812,74.65233298894466,1,1,0.4,0.0,0.0,12000.0,2000.0,1.0,cnc_features_v1.0.0
0.24821667255182156,0.43156576937563285,2.9154653595268716,0.08684933351676777,13998.324937527817,27.904873284203354,2,2,0.0,0.6,0.0,14000.0,2000.0,1.0,cnc_features_v1.0.0
0.24528967550727948,0.28271956594600817,2.9639513332346348,0.0922570439853302,8003.641679010915,31.634780497995866,1,3,0.0,0.0,0.3,8000.0,2800.0,1.0,cnc_features_v1.0.0
0.4472551343632634,0.5481818973091965,3.1434016917491556,0.28387996094598883,10001.900231846128,72.1191706926825,1,4,0.4,0.2,0.3,10000.0,2800.0,1.0,cnc_features_v1.0.0
0.21780030377924,0.27449562447924863,3.0255635983453546,0.10040229799850334,11998.081633753027,27.835444562272723,0,3,0.0,0.05,0.1,12000.0,2800.0,1.0,cnc_features_v1.0.0
0.3513391595136917,0.40187889117108755,3.0700291844804046,0.23028501380691388,13998.581346080908,64.50222979004363,1,1,0.3,0.0,0.0,14000.0,2800.0,1.0,cnc_features_v1.0.0
0.26003671387616395,0.4300146723652821,2.3552976952182085,0.102511156472864,8000.465454334244,26.691996853237445,1,2,0.0,0.4,0.0,8000.0,800.0,1.4,cnc_features_v1.0.0
0.3301712629968345,0.3808124108735582,3.23716973253468,0.10249816291583025,10001.194943589426,30.362887424107676,2,3,0.0,0.0,0.6,10000.0,800.0,1.4,cnc_features_v1.0.0
0.43175258457973825,0.5963001007147498,2.933428291076632,0.2640971041500893,11996.538498883685,63.36034295649146,1,4,0.3,0.4,0.2,12000.0,800.0,1.4,cnc_features_v1.0.0
0.29683108045290024,0.34945347453191666,2.8944898901389746,0.15226681438691686,13998.7210695646,36.94846441287632,0,1,0.1,0.0,0.05,14000.0,800.0,1.4,cnc_features_v1.0.0
